,Date,Text,Likes,Retweets
373,2018-04-11 19:42:45,"Enough said...................
https://www.facebook.com/photo.php?fbid=946449975523806&set=a.105480966287382.12647.100004764370656&type=3 … https://www.facebook.com/Josephmaldonadogovernor/posts/2499191280107195 …",1,0
374,2018-04-11 19:39:42,"Ya OK, I have been there 4 days now so lets spread real newshttps://twitter.com/FranklinSinatra/status/984152964167274499 …",15,4
375,2018-04-11 19:17:14,#fixthisshit not much else to saypic.twitter.com/eITUG7ATjt,51,16
376,2018-04-11 19:09:58,Do we need to say anymore? https://twitter.com/KaputRose/status/984145813608820739 …,2,0
377,2018-04-11 17:49:03,Chicken Shit. Firing 300 employees instead of firing 10 lobbyists.pic.twitter.com/j92Pz4iW9y,9,1
378,2018-04-11 17:38:57,I will be there todaypic.twitter.com/1yz0XOcaV4,12,6
379,2018-04-11 17:02:36,"Its official. On the ballot as of this morning as Joe exotic fir governor. 
History is being made folks. #fixthisshit togetherpic.twitter.com/nnJtkM1cP1",84,19
380,2018-04-11 15:10:28,Anyone looking for a photography job. Have 2 openings at the zoo. Private message me if interested,17,4
381,2018-04-11 03:34:52,#fixthisshitpic.twitter.com/L20GCtYnkt,49,8
382,2018-04-11 02:11:54,We will together https://twitter.com/Rmfarmz/status/983884323047735296 …,3,1
383,2018-04-11 01:02:01,Funny how we can come up with 2.6 million dollars for security at the Capitol over night but can't pay teachers? Where are they hiding it?,46,6
384,2018-04-11 00:56:16,Only in Oklahoma do they have drive through deer cornpic.twitter.com/uaoJeenH6J,21,4
385,2018-04-10 14:30:10,The only way to not be ashamed of this anymore is #votejoeexotic #fixthisshithttp://newsok.com/state-of-oklahoma-by-too-many-measures-oklahoma-falls-short-of-the-standard/article/5587129 …,6,1
386,2018-04-10 14:16:57,The new wave of Democrats and Republicans love me. Get through the primaries and we can all be ONE. For the people for a changepic.twitter.com/WKR1figo5o,15,1
387,2018-04-10 05:36:48,@joe_exotic for prezzzz ,3,3
388,2018-04-09 22:35:07,3rd day at the Capitol and this is the only paid protester I sawpic.twitter.com/Nje99Zok3o,63,4
389,2018-04-09 16:03:37,"Instead of Arming 
Teachers with Guns
Why Not go Back to Arming Parents with Belts n Switches
Worked just Fine for My Generation",26,6
390,2018-04-09 12:22:25,Some parents hate this walkout because now they have to babysit their own little monsters they created with no manners,237,59
391,2018-04-09 11:59:22,I will be back at the Capitol around 1pm. #fixthisshit,15,1
392,2018-04-09 03:19:03,"Screw the gas tax ride a horse, pay a teacher",16,1
393,2018-04-08 19:32:17,"Having Mark Zukerberg testify to a committee that has received money from facebook makes as much sense as a gay man washing his hands after he touches his own penis, it just don't.",14,3
394,2018-04-08 19:06:15,"This is what is wrong with politicians,
85% of House Committee “Questioning” Zuckerberg Next Week Has Been Given Money by Facebookhttp://thefreethoughtproject.com/facebook-congress-money-questioning/ …",4,4
395,2018-04-08 17:37:52,New threat: Fire someone for smoking meth and coming to work tweaking that works around tigers and they threaten you with a discrimination suit for not firing everyone who test positive for weed. Your thoughts? WTF next?,31,2
396,2018-04-08 17:16:08,Have you ever met the recourse from a parent when you try to discipline their child? But teachers are suppose to babysit them huh?,7,1
397,2018-04-08 14:56:32,A legend,2,1
398,2018-04-08 14:36:10,"When you think life is beating you down.
Deep breath
Stand up
Say Fuck you world I am in charge of my life
Go one with your day.",36,2
399,2018-04-08 14:25:30,Thanks for the support https://twitter.com/coltonxgold/status/982862593294503936 …,7,0
400,2018-03-30 21:07:31,"Give these Libertarian folks a follow! (Voluntarily, of course.)
#FF
@JaredLord4Gov
@HorstforNC
@liamforliberty
@TommyBrownIII1
@braun4assembly
@PattyforLiberty
@LiberateDC2018
@JoeExotic
@Hogan4Congress
@WILibertyNews
@Layda2018
@walden4pa53
@wsh4idaho
@TxHopsfarmer",18,7
401,2018-04-07 23:57:46,That was not just a small fire at Trump tower. But hey it's still there,9,0
402,2018-04-07 22:42:38,The teachers at the Capitol on some political asspic.twitter.com/3b263bMTN0,18,2
403,2018-04-07 21:12:00,"Does a politician wearing a suit make them more honest or does it make them think they are above you that don't wear suits?
I refuse to wear one as it would make me fake and not the real person I am just to impress who?",25,4
404,2018-04-07 20:13:37,Talk about the teacher walkout live with Joe Exotic now at http://joeexotictv.com/  http://joeexotictv.com/ ,1,0
405,2018-04-07 18:07:03,And we will #fixthisshithttps://twitter.com/eli_chenoweth/status/982679864229679104 …,10,1
406,2018-04-07 17:26:23,Now time to show the others how serious we are. Ready to be hand deliveredpic.twitter.com/BMDhLgSEzE,23,5
407,2018-04-07 14:33:36,"Snow and Earth Quakes at the same time, Only in Oklahoma.
Refineries polluting our air and rivers, Drillers sucking the life out from under us.
Why would you subject a new born child to what is going to happen in 30 years?",48,17
408,2018-04-05 22:12:04,"""What's it like living in Oklahoma?"" Well, imagine that you're sitting outside in the sunshine because it's 80 degrees and getting a freeze warning on your phone but you can't read it because your school didn't have enough money to buy books",482,149
409,2018-04-07 01:22:41,The only way to #fixthisshit is to vote them all out and lets start over with all new.,13,3
410,2018-04-06 19:55:49,"Gonna say ""The TigerKing""https://twitter.com/TimTraber/status/982326755607359488 …",11,1
411,2018-04-06 15:58:33,"Vote Joe Exotic and #fixthisshit close the mansion give that money to the schools, cut politicians pay by 10k per year give it to  the schools, you ain't seen shit yet, get me up there folks",10,4
412,2018-04-06 15:24:01,April 11th from 4-7pm I will be at the Pi Kapp Pups event at 500 Elmwood Dr in Norman helping raise money for mentally ill and handicap folks. 100 zoo passes worth 55.00 for only a 5.00 donation to their cause will be offered while I am there so come help a great cause.,71,29
413,2018-04-06 15:16:57,"I will be there, I will give you 100 zoo passes worth 55.00 each for people that donate $5.00 to your cause that day for them.https://twitter.com/Casey_Shaw_/status/982161685279522821 …",29,4
414,2018-04-06 04:31:52,"Me-bob solute the troops

Me-staff member, dump the trash please. 

Me- who do you think did their job right?

You?pic.twitter.com/qcIla3PTcT",12,1
415,2018-04-06 02:49:51,"Bartender at @FallingRockTap in Denver asks where we’re from. I tell him OKC. He jokingly asks if we’re “teachers.” He then talks about the teachers in Oklahoma, and how everyone here is pulling for them. Keep it up, teachers!",458,80
416,2018-04-06 02:25:47,Lolhttps://twitter.com/Edrick_Harrell/status/982058114328473602 …,1,0
417,2018-04-05 22:12:25,"They are so full of shit
#fixthisshit
https://www.facebook.com/joejschreibvogel/videos/942878635880940/ … https://www.facebook.com/joeexoiticcountrymusic/posts/1016770478480542 …",2,0
418,2018-04-05 22:12:22,"They are so full of shit
#fixthisshit
https://www.facebook.com/joejschreibvogel/videos/942878635880940/ … https://www.facebook.com/permalink.php?story_fbid=1752646254794541&id=506410132751499 …",1,0
419,2018-04-05 22:12:22,"They are so full of shit
#fixthisshit
https://www.facebook.com/joejschreibvogel/videos/942878635880940/ … https://www.facebook.com/permalink.php?story_fbid=2080193442008465&id=580813935279764 …",1,0
420,2018-04-05 21:59:01,New facebook cover photopic.twitter.com/gxoXqcCdAR,19,3
421,2018-04-05 18:44:59,Now get HR 2603 passed and make sense of our laws @DonaldJTrumpJr,1,0
422,2018-04-04 04:47:26,You think there’s any chance whatsoever that a mass shooters hateful Instagram and YouTube channels would be pulled immediately if they were NRA members as opposed to liberal Vegan PETA activists? Asking for a few million friends in the @NRA,39531,12321
423,2018-04-05 14:31:33,Photo Bomb News 9. lolpic.twitter.com/xOn7oFjoVg,27,1
424,2018-04-05 11:44:23,I'm voting for @joe_exotic,4,2
425,2018-04-05 03:14:53,Thank you sirhttps://twitter.com/Boi_Silence/status/981727307764187137 …,2,0
426,2018-04-05 03:13:45,Love you guyshttps://twitter.com/KHarstad/status/981728465631182848 …,6,1
427,2018-04-05 01:09:57,https://www.facebook.com/story.php?story_fbid=2487511011275222&id=610688142290861 …,1,0
428,2018-04-05 00:36:39,"Here ya go. Don't talk shit
https://m.facebook.com/story.php?story_fbid=942878635880940&id=100004764370656 …",4,2
429,2018-04-04 23:52:20,This man right here is going to be OUR Secretary of Education and trust me Dr. @580DrBeckham is going to #fixthisshit right along with me so get out and vote. He is a Superintendent with the plan to kick politics out of schoolspic.twitter.com/2PSmkffXGO,9,0
430,2018-04-04 23:32:18,"#votethisguyouttoo
#REPRESENTATIVEJOHNENNSpic.twitter.com/wR4tAKjMMi",7,3
431,2018-04-04 23:29:28,"I am honored to have the respect of the people, to the point they put my name on their signs and protest shirts. I stand proud behind you, keep it up
https://www.facebook.com/joejschreibvogel/posts/942865499215587 … https://www.facebook.com/Josephmaldonadogovernor/posts/2487407081285615 …",2,0
432,2018-04-04 23:25:53,"I am honored to have the respect of the people to the point they put my name on their signs and protest shirts. I stand proud behind you, keep it uppic.twitter.com/SF3NYhAMDc",20,5
433,2018-04-04 23:25:33,"I am honored to have the respect of the people to the point they put my name on their signs and protest shirts. I stand proud behind you, keep it uppic.twitter.com/9yNQ3H4ufI",7,1
434,2018-04-04 22:00:51,#votethisguyouttoopic.twitter.com/O5npp1sH5I,9,2
435,2018-04-04 21:44:56,@joe_exotic is the only gubernatorial candidate supporting the teachers of Oklahoma.  Standing side by side with the men and women that will shape the future of Oklahoma and the world.  He is the candidate that will change Oklahoma!  #fixthisshit,10,4
436,2018-04-04 21:43:18,You are the manhttps://twitter.com/RobEinsle/status/981643399580340226 …,3,0
437,2018-04-04 21:41:36,He is a dumb ass. I was there for 2 days and trust me the only fucking person getting paid is him.https://twitter.com/KOCOJessica/status/981637977548951555 …,39,9
438,2018-04-04 19:48:45,"Here’s the link, for reference. https://www.facebook.com/wchadwilliams/posts/10156332059166255 …",3,1
439,2018-04-04 20:21:38,One Libertarian candidate is at the Capitol supporting teachers. His name is @joe_exotic. Where are the other two? #OklahomaTeachersWalkout #Election2018 #fixthisshit,7,1
440,2018-04-04 21:20:45,Get out there a talk to the teachers I havehttps://twitter.com/RobEinsle/status/981622107682504706 …,2,0
441,2018-04-04 21:19:38,I am the only onehttps://twitter.com/themc972/status/981628267861086209 …,1,1
442,2018-04-04 20:25:06,"He makes a lot of assumptions. The truth is, there’s something wrong with the system and we all know it. That’s why there’s such a huge turnout, and why Joe is able to reach out to, and find common ground with so many of the people protesting.",3,1
443,2018-04-04 20:27:20,Vote Libertarian. We have three candidates that will be in the primary this June. @joe_exotic @okcspowell @GovRexLawhorn #riseofthelibertarianspic.twitter.com/pTPf9fcUp8,26,12
444,2018-04-04 19:33:49,I'm on the main corner of 23rd n Lincoln,4,1
445,2018-04-04 19:15:11,Chad Williams posted something on Facebook two days ago calling teachers liars and saying they shouldn't exercise their RIGHT to protest. @joe_exotic is at the Capitol supporting teachers.,4,2
446,2018-04-04 15:11:58,"Wasn’t able to be there. I have to admit that I’m pretty ignorant of all the strange ways these conventions work. Sounds pretty lame, though.",3,2
447,2018-04-04 15:17:14,"I will be at the Capitol supporting our teachers and students from 2.30 till 4.00 with free shirts, stickers and papers",42,8
448,2018-04-04 03:33:24,Count on ithttps://twitter.com/JustOSUThings/status/981369664545673216 …,2,0
449,2018-04-04 03:23:50,Let's do it. I have no friends up therehttps://twitter.com/JustOSUThings/status/981369664545673216 …,5,2
450,2018-04-04 03:13:22,I don't know where in the middle of nowhere Oklahoma I am but they know and love me.pic.twitter.com/p5FZj88JcL,29,0
451,2018-04-04 01:53:04,I'm just me it's you the people that are greathttps://twitter.com/imbrennan14/status/981348415203414017 …,17,1
452,2018-04-04 01:37:53,Did Facebook sell my phone number to the middle east? If gotten more telemarketing calls from them in 3 days then the last 20 years,10,0
453,2018-04-04 01:34:54,It's our house. Vote him outhttps://twitter.com/KOCOAbigail/status/981240947093712897 …,21,1
454,2018-04-04 01:32:00,"Never give up on anything that is important, whether it's something for work, or something for ourselves, there is a truth that too many miss, persistence is so often the key to success

@luisfbruno
@TheHaraClub
@RaducioiuMarian
#PSMyFollows",23,9
455,2018-04-04 01:17:11,They reached out to an animal rights group to discredit me and a stood up for myself.  So now the tweet this shot like their proud of it. So much for all rights huh?https://twitter.com/DixonDoogie/status/981317876828254208 …,3,0
456,2018-04-04 01:04:14,"If seeing what people like @MaryFallin has done to our state doesn’t make you want @joe_exotic to be our governor, then you’re the problem.  #votejoeexotic",8,3
457,2018-04-03 19:43:39,Check out @joe_exotic protesting with the teachers today! https://www.facebook.com/joe.schreibvogel/posts/1588561871255300 … #fixthisshit #oklaedwalkout #okleg #oklaed @oklahomawatch,2,2
458,2018-04-03 19:35:43,A respectful protest with classpic.twitter.com/iq6KerqhLP,12,0
459,2018-04-03 19:24:30,WHOA.https://twitter.com/benfelder_okc/status/981202292383866892 …,9,1
460,2018-04-03 19:19:30,“Flunk you mother frackers” hahaha 2-for-1 with this signhttps://twitter.com/joe_exotic/status/981245856849563649 …,18,1
461,2018-04-03 19:03:37,I support our teachers and studentspic.twitter.com/if09o2NKzC,59,12
462,2018-04-03 18:35:18,Behind you all the wayhttps://twitter.com/christianreese_/status/981237870085230594 …,17,2
463,2018-04-03 18:28:47,Yes this is the only me https://twitter.com/brynbrnkmn/status/981229146855657478 …,2,1
464,2018-04-03 16:50:09,"Get your pens out for @TheLostOgle BINGO! He’s coming. If you caught me yesterday, I was worth two squares. #okteacherwalkouthttps://twitter.com/joe_exotic/status/981185658231427074 …",3,1
465,2018-04-03 15:04:25,I will be at the State Capital around 12.30 to support the teachers and students,57,6
466,2018-04-02 20:08:30,"Oklahoma #fixthisshit
Listen up, been on hold for over 45 min with the tax commission to see if they get a tax credit or re-payed at the end of the year. Still no answer, but either way none of this makes... https://www.facebook.com/joeexoiticcountrymusic/posts/1014915358666054 …",2,0
467,2018-04-02 20:08:28,"Oklahoma #fixthisshit
Listen up, been on hold for over 45 min with the tax commission to see if they get a tax credit or re-payed at the end of the year. Still no answer, but either way none... https://www.facebook.com/permalink.php?story_fbid=2076484259046050&id=580813935279764 …",1,0
468,2018-04-02 20:08:27,"Oklahoma #fixthisshit
Listen up, been on hold for over 45 min with the tax commission to see if they get a tax credit or re-payed at the end of the year. Still no answer, but either way none... https://www.facebook.com/permalink.php?story_fbid=1749533065105860&id=506410132751499 …",1,0
469,2018-04-02 20:03:10,"Oklahoma #fixthisshit
Listen up, been on hold for over 45 min with the tax commission to see if they get a tax credit or re-payed at the end of the year. Still no answer, but either way none of this makes... https://www.facebook.com/Josephmaldonadogovernor/posts/2483788904980766 …",0,0
470,2018-04-02 17:34:36,Do you realize that with a 6% sales tax hike on fuel it just cost the State aprox 1.2 million in just higher gas to run school buses in this State? Where does any of this make since,5,1
471,2018-04-02 17:03:48,"Live feed from Oklahoma State Capital, I think people want a change in politics here.
https://www.facebook.com/joejschreibvogel/posts/941732065995597 … https://www.facebook.com/Josephmaldonadogovernor/posts/2483571351669188 …",1,0
472,2018-04-02 15:55:02,"#fixthisshit Vote Joe Exotic
Would not have a teacher walkout today if this State was ran like a business instead of a slush fund https://www.facebook.com/Josephmaldonadogovernor/posts/2483476428345347 …",7,2
473,2018-04-02 14:23:01,"We did not have to have a teacher walkout if our State was ran like a business instead of a taxpayer slush fund
#fixthisshit https://www.facebook.com/joejschreibvogel/videos/941643836004420/ …",4,0
474,2018-04-02 13:20:54,"#fixthisshit Vote Joe Exotic
https://www.facebook.com/joejschreibvogel/videos/941643836004420/ … https://www.facebook.com/Josephmaldonadogovernor/posts/2483228665036790 …",0,1
475,2018-04-01 22:43:11,"Who follows me that attends school at ECU, OU, OSU, UCO, SWOSU, Murry State, That follow me?",187,1
476,2018-04-01 20:06:15,"Oh Hell ya, these things are amazingpic.twitter.com/ivvJmRvCDu",21,4
477,2018-04-01 16:28:27,"This is what happens in Oklahoma Politics when you speak your mind and stand up for yourself. 
When they reach out and use one of the most evil organizations websites (Good... http://www.soonerpolitics.org/editorial/oklahoma-libertarian-convention-censures-joe-exotic-maldonado …",3,0
478,2018-04-01 16:17:30,"This is what happens in Oklahoma Politics when you speak your mind and stand up for yourself against anyone. #nomorefreedomofspeech #votejoeexotic and keep your rights to stand proud no matter the cost
http://www.soonerpolitics.org/editorial/oklahoma-libertarian-convention-censures-joe-exotic-maldonado …",1,1
479,2018-04-01 04:45:40,On my Joseph Maldonado page on Facebookhttps://twitter.com/ToddHagopian/status/980301301639675904 …,5,0
480,2018-04-01 04:25:47,Happy Easter everyone . Sorry no rabbit you will have to settle for a roopic.twitter.com/Hl46qhQ0qu,27,1
481,2018-04-01 00:43:30,Eating at the rib crib in Ada.,25,3
482,2018-03-31 20:20:06,Yephttps://twitter.com/MetaMonstah/status/980177652974800897 …,3,0
483,2018-03-31 15:10:22,My prayers go out to this Child and her Mom this morning. You fought on hell of a fight kid. I love you may you R.I.Ppic.twitter.com/XD1ckEIBNj,55,2
484,2018-03-31 01:51:50,"Welcome our new Lion ""Bubba"" to my kingdom todaypic.twitter.com/53YZ5idsGt",22,0
485,2018-03-30 04:25:46,Oh mikey you little snake. Attempted conclusion to blackmail a candidate. Lol try again dumbass I'm not that stupid.pic.twitter.com/r4kOwmd18x,8,1
486,2018-03-30 03:44:15,Come on hang with 4k followers we can't win this? Get off your butts and vote. Pretend its election dayhttps://www.thelostogle.com/2018/03/29/ogle-madness-xi-final-four/#comment-313152 …,2,2
487,2018-03-29 23:36:40,Fuck this bullshit raise my TAXES AGAIN!!!! Corrupt politicians fuck the people outta their money to give to others!!! @joe_exotic fixthisshit. I’m so pissed I’m seriously thinking of moving to Texas!!,4,1
488,2018-03-29 23:02:43,"Ya all go vote for me so my baboon can say he beat her boobs. 
https://www.thelostogle.com/2018/03/29/ogle-madness-xi-final-four/#comment-313152 …pic.twitter.com/kIFUJcnwXa",4,1
489,2018-03-29 22:00:40,I am all for losing but wtf is wrong with you website it keeps changing the votes @TheLostOglepic.twitter.com/17HcRJJC7f,1,0
490,2018-03-29 20:42:44,"Need you all to go vote for me so I can get this publicity for the election 
https://www.thelostogle.com/2018/03/29/ogle-madness-xi-final-four/#more-78201 …https://www.thelostogle.com/2018/03/29/ogle-madness-xi-final-four/#more-78201 …",2,0
491,2018-03-29 19:58:14,"OK, Final 4 go show them who is going to be Governorhttps://www.thelostogle.com/2018/03/29/ogle-madness-xi-final-four/#more-78201 …",5,4
492,2018-03-29 19:40:17,"Attention: We won the last 4 rounds, let's show them our strength in being #1 again in the final 4
Please go vote and tell your friends.
This is amazing publicity for this election.
https://www.facebook.com/joejschreibvogel/posts/939625332872937 … https://www.facebook.com/joeexoiticcountrymusic/posts/1012580118899578 …",1,0
493,2018-03-29 19:40:14,"Attention: We won the last 4 rounds, let's show them our strength in being #1 again in the final 4
Please go vote and tell your friends.
This is amazing publicity for this election.
https://www.facebook.com/joejschreibvogel/posts/939625332872937 … https://www.facebook.com/permalink.php?story_fbid=1745469425512224&id=506410132751499 …",1,0
494,2018-03-29 19:40:13,"Attention: We won the last 4 rounds, let's show them our strength in being #1 again in the final 4
Please go vote and tell your friends.
This is amazing publicity for this election.
https://www.facebook.com/joejschreibvogel/posts/939625332872937 … https://www.facebook.com/permalink.php?story_fbid=2071770036184139&id=580813935279764 …",0,0
495,2018-03-29 17:28:45,The State of Oklahoma Senate just approved stealing 3/4 of a billion dollars from you as tax paying citizens. Theft by taxation #fixthisshit,15,2
496,2018-03-29 16:05:58,"NOTICE: Oklahoma, you have today and tomorrow to go register as a Libertarian in order to vote the primaries for me. #fixthisshit #getrdone",4,0
497,2018-03-29 03:06:59,"#fixthisshit
https://m.facebook.com/story.php?story_fbid=939190289583108&id=100004764370656 …",2,1
498,2018-03-29 02:13:23,"President Trump #fixthisshit
https://m.facebook.com/story.php?story_fbid=939190289583108&id=100004764370656 … https://www.facebook.com/Josephmaldonadogovernor/posts/2475338195825837 …",1,0
499,2018-03-29 01:17:51,"President Trump #fixthisshit
https://www.facebook.com/joejschreibvogel/videos/939184166250387/ … https://www.facebook.com/joeexoiticcountrymusic/posts/1012116732279250 …",0,0
500,2018-03-29 01:17:49,"President Trump #fixthisshit
https://www.facebook.com/joejschreibvogel/videos/939184166250387/ … https://www.facebook.com/permalink.php?story_fbid=2070845592943250&id=580813935279764 …",0,0
501,2018-03-29 01:17:48,"President Trump #fixthisshit
https://www.facebook.com/joejschreibvogel/videos/939184166250387/ … https://www.facebook.com/permalink.php?story_fbid=1744544998938000&id=506410132751499 …",0,0
502,2018-03-28 19:35:13,"So Peta puts out a press release wanting my inspection reports to embarrass me. LOL
https://www.facebook.com/joejschreibvogel/posts/939083419593795 … https://www.facebook.com/joeexoiticcountrymusic/posts/1012001762290747 …",1,0
503,2018-03-28 19:35:10,"So Peta puts out a press release wanting my inspection reports to embarrass me. LOL
https://www.facebook.com/joejschreibvogel/posts/939083419593795 … https://www.facebook.com/permalink.php?story_fbid=2070588549635621&id=580813935279764 …",0,0
504,2018-03-28 19:35:09,"So Peta puts out a press release wanting my inspection reports to embarrass me. LOL
https://www.facebook.com/joejschreibvogel/posts/939083419593795 … https://www.facebook.com/permalink.php?story_fbid=1744295358962964&id=506410132751499 …",0,0
505,2018-03-28 17:44:01,Yes guys and gals we did it. Now let's take an election this easy.....pic.twitter.com/p6v68eWAse,6,0
506,2018-03-28 14:58:56,thank youhttps://twitter.com/AggroFemme/status/978868917627162624 …,0,0
507,2018-03-28 03:58:02,I love the chicken sandwichhttps://twitter.com/KLanicek/status/978837831589203968 …,18,4
508,2018-03-27 21:14:15,"Out of 5000 people on my facebook I know we can show them our animals mean more than Basketball .
It will let you vote again so go tell a friend to get on and vote. We need...https://www.thelostogle.com/2018/03/27/ogle-madness-xi-1-russell-westbrook-vs-3-joe-exotic/#more-78158 …",2,1
509,2018-03-27 20:36:16,"There is a glitch, people are saying it only shows resultshttps://twitter.com/TheLostOgle/status/978731041992183808 …",3,0
510,2018-03-27 18:51:13,"OH, Oklahoma? 
http://demicmedia.com/colorado-mcdonalds-offers-first-marijuana-friendly-smoking-section/2/ …",10,1
511,2018-03-27 17:05:59,"Come on guys all you animal lovers out there can make damn sure we win this round.
Got vote and share with other animal lovers
https://www.thelostogle.com/2018/03/27/ogle-madness-xi-1-russell-westbrook-vs-3-joe-exotic/#more-78158 …pic.twitter.com/WAXunCSQjf",1,0
512,2018-03-27 17:03:02,"Come on guys all you animal lovers out there can make damn sure we win this round.
Got vote and share with other animal lovers
https://www.thelostogle.com/2018/03/27/ogle-madness-xi-1-russell-westbrook-vs-3-joe-exotic/#more-78158 …https://www.thelostogle.com/2018/03/27/ogle-madness-xi-1-russell-westbrook-vs-3-joe-exotic/#more-78158 …",2,0
513,2018-03-27 16:17:22,"So because the politicians can't get their shit together to pay teachers and stay on a budget every person that stays in a hotel working from out of town or visiting must pay for their mistakes at $5.00 per day, why not take $5 per day out of the elected officials checks?",17,4
514,2018-03-27 15:54:11,"Our Society has went to shit when you have to pass a law to allow Free Range Parenting. What the fuck next. #fixthisshit #votejoeexotic
http://abcnews.go.com/GMA/Family/utah-passes-free-range-parenting-law-allowing-kids/story?id=54020213 …http://abcnews.go.com/GMA/Family/utah-passes-free-range-parenting-law-allowing-kids/story?id=54020213 …",1,1
515,2018-03-27 15:50:33,Our Society has went to shit when you have to pass a law to allow Free Range Parenting. What the fuck next. #fixthisshit #votejoeexotichttp://abcnews.go.com/GMA/Family/utah-passes-free-range-parenting-law-allowing-kids/story?id=54020213 …,1,0
516,2018-03-27 14:31:36,So make the State start verifying if someone applies for a job and if they were hired and didnt take the job just so they could say they applied to stay on unemployment and kick them fuckers off and save aprox 89 million a year and pay the teachers with lazy asses money,12,1
517,2018-03-27 14:13:19,pic.twitter.com/ES5xWtB5tV,10,3
518,2018-03-27 10:36:28,This tax bill screws the public once again and does nothing for Oklahoma educationpic.twitter.com/plnj7a1YYT,4,0
519,2018-03-27 02:06:35,Got some pretty cool friends out there that support me and tag me in their postpic.twitter.com/hedPe7p7ah,17,2
520,2018-03-26 23:10:29,I got this if you all get behind mehttps://twitter.com/SandCowboy70/status/978407542966583296 …,3,1
521,2018-03-26 19:56:48,"Hey Trump:
Ship me some Americans that want to work for a living or bring back the Mexican's. Something has to change.
Hired 4 this morning and they already quit and we didn't even work hard yet",32,5
522,2018-03-26 18:12:48,"Am I politically correct?
Hell no
Do I want to be?
Hell no
I am one of you not one of them and that is what it is going to take to change things.
Got a big enough mouth to do it also",18,5
523,2018-03-26 17:08:08,You can count on it because they are no friends of mine. You people out here are all that matters to mehttps://twitter.com/SandCowboy70/status/978317289094307840 …,3,0
524,2018-03-26 14:23:59,You bet we will https://twitter.com/griffith_clete/status/978113058848624640 …,0,0
525,2018-03-26 14:23:33,Thankshttps://twitter.com/ChristineKramar/status/978118123940229120 …,0,0
526,2018-03-26 02:32:26,Once the 31st is past watch me work. This is going to be the biggest campaign you have seenhttps://twitter.com/nedhorsecheese/status/978096679781060615 …,2,1
527,2018-03-26 02:23:41,All they need to do is ask why people like Todd Lamb loaning his campaign 800k for a governor job for 128k if special interests groups were not too prioritizedhttps://twitter.com/nedhorsecheese/status/978093721215537152 …,2,1
528,2018-03-26 02:14:04,How many broke ass people want the rich ass people out of office? #fixthisshit #votejoeexotic,12,2
529,2018-03-25 18:17:58,"How do you feel about raising the gun age to 21?
You can vote at 18
you can go kill people in the service at 18
you can drive a car at 18
you can have a baby at 18
you can get married at 18
you become an adult at 18
you can buy a house at 18
you can get a loan at 18",43,6
530,2018-03-25 15:45:42,"Oklahoma farmers and ranchers: You need to be aware of this
https://www.facebook.com/Josephmaldonadoforgovernor/photos/a.955329407872492.1073741828.953115438093889/1923529944385762/?type=3 …",0,0
531,2018-03-25 14:23:12,"Good Morning to all of you around Oklahoma and the World. Have a great day, be kind and enjoy lifepic.twitter.com/aRsaW9wxYA",13,2
532,2018-03-25 02:04:04,If it was a bag of weed they would have someone in jail by nowhttps://twitter.com/TexasPharmD/status/977724218942066689 …,16,2
533,2018-03-25 00:56:45,"Fucking WOW!!!
Read this very slow and tell me what part of this is not suspicious.
 https://www.facebook.com/MckennaLEubank/posts/2014885618785015 …",2,2
534,2018-03-24 22:56:40,9 more new voters registered again today. Hell ya let's do this,8,0
535,2018-03-24 18:10:22,Thank you sir https://twitter.com/HunterDavisx/status/977594364632412161 …,1,0
536,2018-03-24 16:09:54,All of these movie stars donating money for the march could have bought lots of metal detectors and security for schools and it would have lasted longer than what it is being spent on,27,8
537,2018-03-24 13:50:44,"Think about what it cost today across the Nation for extra security, city workers etc. That could have been spent on Mental Health and the real underline problem of why people commit these shootings",19,4
538,2018-03-23 23:32:57,"You know how much this March on Washington is going to profit? Motels, gas, food plane tickets. All on the death of 17 people. Sad but true",9,1
539,2018-03-23 22:32:15,7 new voters signed up just today alone. We need to get you signed up and postmarked by March 31 if we are going to #fixthisshit so private me for a packet,4,0
540,2018-03-23 22:31:14,7 new voters signed up today alone again. #votejoeexotic,3,0
541,2018-03-23 21:40:56,Have you ever noticed when you eat at a Chinese restaurant or Indian gas station they charge you sales tax but dont ring it through the register? How many millions do we loose to that scam?,4,0
542,2018-03-23 21:06:58,The generation we must save for future Oklahomapic.twitter.com/VG3ZHDt6oK,8,1
543,2018-03-23 18:34:27,"18 Years it has taken me to get this far. This farm kid ain't quite as dumb as they think! On my next step, this year let's see what happens.pic.twitter.com/c9rR1DxPYC",14,0
544,2018-03-23 15:14:09,"Good Morning all you wonderful people in Oklahoma and around the world.
Let's make a differencepic.twitter.com/KoWBWyAc8a",15,0
545,2018-03-23 01:57:20,All I need to do is debate in my underwear and we got this. Lolhttps://twitter.com/TheLostOgle/status/976965225382637568 …,5,0
546,2018-03-22 23:46:35,https://www.facebook.com/Josephmaldonadogovernor/posts/2464508336908823 …,0,0
547,2018-03-22 23:40:52,"Come on gang, Oklahoma wants something exotic with shit to say, not some crack head out running cops. We are going to sell weed not run from the law. LOLhttps://twitter.com/TheLostOgle/status/976965225382637568 …",7,1
548,2018-03-22 22:48:27,Being interviewed tomorrow at 10am for a 4-page spread and the cover of the Nations hottest magazine to come out in April. The world is watching this election in Okalhoma,16,1
